Generator: AnsiC, Verfahren: SerielleAutokorrelation, Wert: 0,2230916693942
Generator: AnsiC, Verfahren: SequenzUpDown, Wert: -1,10753968253968
Generator: AnsiC, Verfahren: Eigen, Wert: 0,66
Generator: MinimalStandard, Verfahren: SerielleAutokorrelation, Wert: 0,00101662478645286
Generator: MinimalStandard, Verfahren: SequenzUpDown, Wert: 1,98467261904762
Generator: MinimalStandard, Verfahren: Eigen, Wert: 0,72
Generator: SIMSCRIPT, Verfahren: SerielleAutokorrelation, Wert: -0,268656978353056
Generator: SIMSCRIPT, Verfahren: SequenzUpDown, Wert: 0,358333333333335
Generator: SIMSCRIPT, Verfahren: Eigen, Wert: 0,6
Generator: NAGsLCG, Verfahren: SerielleAutokorrelation, Wert: -0,417469314465356
Generator: NAGsLCG, Verfahren: SequenzUpDown, Wert: -7,15
Generator: NAGsLCG, Verfahren: Eigen, Wert: 0,74



























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































